| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 47 | 24 | 5 | newton 2, be-state 3 | 30 | 1.25 | 6.87 | 114 | 38 | 0.6 | 0/0 | 0 | 1/248 | 398 | 15 |
| 0.05:4:true | 26 | 22 | 3 | be-state 3 | 26 | 1.18 | 7.35 | 51 | 27 | 0.3 | 0/0 | 0 | 1/248 | 362 | 12 |
| 0.05:5:false | 34 | 23 | 4 | newton 2, be-state 2 | 30 | 1.30 | 8.53 | 132 | 53 | 0.6 | 0/0 | 0 | 1/248 | 392 | 16 |
| 0.05:5:true | 34 | 22 | 3 | be-state 3 | 27 | 1.23 | 7.96 | 94 | 38 | 0.5 | 0/0 | 0 | 1/248 | 364 | 14 |
| 0.05:6:false | 41 | 23 | 4 | newton 2, be-state 2 | 31 | 1.35 | 8.26 | 114 | 48 | 0.6 | 0/0 | 0 | 1/248 | 387 | 16 |
| 0.05:6:true | 37 | 22 | 3 | newton 2, be-state 1 | 29 | 1.32 | 8.10 | 62 | 42 | 0.5 | 0/0 | 0 | 1/248 | 366 | 14 |
| 0.02:4:false | 18 | 15 | 0 | - | 16 | 1.07 | 8.25 | 10 | 14 | 0.2 | 0/0 | 0 | 1/248 | 333 | 8 |
| 0.02:4:true | 18 | 15 | 0 | - | 16 | 1.07 | 8.50 | 4 | 17 | 0.2 | 0/0 | 0 | 1/248 | 319 | 8 |
| 0.02:5:false | 23 | 17 | 1 | newton 1 | 20 | 1.18 | 9.45 | 83 | 35 | 0.4 | 0/0 | 0 | 1/248 | 350 | 12 |
| 0.02:5:true | 22 | 16 | 1 | newton 1 | 19 | 1.19 | 8.79 | 64 | 26 | 0.4 | 0/0 | 0 | 1/248 | 329 | 10 |
| 0.02:6:false | 23 | 16 | 0 | - | 20 | 1.25 | 8.75 | 77 | 26 | 0.3 | 0/0 | 0 | 1/248 | 342 | 11 |
| 0.02:6:true | 22 | 15 | 0 | - | 19 | 1.27 | 8.26 | 32 | 25 | 0.3 | 0/0 | 0 | 1/248 | 323 | 10 |
| transient total | 345 | 230 | 24 | newton 10, be-state 14 | 283 | 1.23 | 8.18 | 837 | 389 | 4.8 | 0/0 | 0 | 12/2976 | 4265 | 145 |
| static total (32 cases) | 582 | 33 | 1 | newton 1 | 68 | 2.06 | 10.18 | 358 | 139 | 15.1 | 0/0 | 0 | 34/8432 | 8786 | 133 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| static:3:102325.0:false:false | 101 | 1 | 0 | 2 | 8.50 | 3 | 1 | 19 | 290 | 256 (0/2/0/0/248) | 0.1 | 29.2 / 58.9 | 10.0 | 1.7 | 8.6 | 0.9 (0.6) | 0.0 | 0.2 | 0.0 | 0 |
| static:4:102325.0:false:false | 20 | 1 | 0 | 2 | 9.50 | 3 | 1 | 29 | 302 | 258 (0/2/0/0/248) | 0.1 | 15.0 / 16.7 | 1.0 | 0.2 | 3.7 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:102325.0:false:false | 20 | 1 | 0 | 2 | 9.50 | 3 | 1 | 29 | 304 | 260 (0/2/0/0/248) | 0.1 | 15.5 / 16.9 | 0.8 | 0.5 | 3.9 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:false | 20 | 1 | 0 | 2 | 9.50 | 3 | 1 | 29 | 306 | 262 (0/2/0/0/248) | 0.1 | 16.2 / 17.5 | 0.4 | 0.2 | 4.1 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:false | 13 | 1 | 0 | 2 | 8.50 | 3 | 1 | 19 | 290 | 256 (0/2/0/0/248) | 0.1 | 10.8 / 11.6 | 0.2 | 0.2 | 3.3 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:false | 14 | 1 | 0 | 2 | 8.00 | 3 | 1 | 21 | 294 | 258 (0/2/0/0/248) | 0.1 | 11.9 / 13.0 | 0.3 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:false | 15 | 1 | 0 | 2 | 12.00 | 4 | 1 | 34 | 313 | 260 (0/2/0/0/248) | 0.1 | 12.6 / 13.7 | 0.4 | 0.1 | 3.9 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:false | 16 | 1 | 0 | 2 | 9.00 | 4 | 1 | 31 | 312 | 262 (0/2/0/0/248) | 0.1 | 13.7 / 14.5 | 0.4 | 0.1 | 4.1 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:102325.0:false:true | 12 | 1 | 0 | 2 | 8.00 | 3 | 1 | 19 | 290 | 256 (0/2/0/0/248) | 0.1 | 10.3 / 11.0 | 0.2 | 0.1 | 3.3 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:102325.0:false:true | 13 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 298 | 258 (0/2/0/0/248) | 0.1 | 11.4 / 12.2 | 0.4 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
