| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 46 | 22 | 3 | be-state 3 | 26 | 1.18 | 8.23 | 27 | 31 | 0.5 | 0/0 | 0 | 1/248 | 369 | 26 |
| 0.05:4:true | 31 | 22 | 3 | be-state 3 | 28 | 1.27 | 7.50 | 48 | 36 | 0.4 | 0/0 | 0 | 1/248 | 362 | 25 |
| 0.05:5:false | 33 | 23 | 3 | newton 1, be-state 2 | 29 | 1.26 | 8.66 | 81 | 54 | 0.7 | 0/0 | 0 | 1/248 | 379 | 28 |
| 0.05:5:true | 27 | 22 | 3 | newton 1, be-state 2 | 30 | 1.36 | 8.27 | 54 | 43 | 0.5 | 0/0 | 0 | 1/248 | 364 | 26 |
| 0.05:6:false | 33 | 24 | 4 | newton 2, be-state 2 | 32 | 1.33 | 8.63 | 65 | 56 | 0.6 | 0/0 | 0 | 1/248 | 398 | 30 |
| 0.05:6:true | 29 | 22 | 3 | be-state 3 | 30 | 1.36 | 8.57 | 44 | 43 | 0.4 | 0/0 | 0 | 1/248 | 366 | 26 |
| 0.02:4:false | 23 | 15 | 0 | - | 16 | 1.07 | 8.75 | 19 | 15 | 0.2 | 0/0 | 0 | 1/248 | 333 | 20 |
| 0.02:4:true | 20 | 15 | 0 | - | 16 | 1.07 | 8.75 | 1 | 18 | 0.2 | 0/0 | 0 | 1/248 | 319 | 19 |
| 0.02:5:false | 22 | 16 | 0 | - | 18 | 1.13 | 9.50 | 35 | 22 | 0.2 | 0/0 | 0 | 1/248 | 340 | 21 |
| 0.02:5:true | 22 | 15 | 0 | - | 17 | 1.13 | 8.76 | 57 | 19 | 0.5 | 0/0 | 0 | 1/248 | 321 | 20 |
| 0.02:6:false | 24 | 16 | 0 | - | 20 | 1.25 | 8.70 | 7 | 24 | 0.3 | 0/0 | 0 | 1/248 | 342 | 22 |
| 0.02:6:true | 23 | 15 | 0 | - | 19 | 1.27 | 8.32 | 5 | 20 | 0.3 | 0/0 | 0 | 1/248 | 323 | 20 |
| transient total | 333 | 227 | 19 | newton 4, be-state 15 | 281 | 1.24 | 8.50 | 443 | 381 | 4.9 | 0/0 | 0 | 12/2976 | 4216 | 283 |
| static total (32 cases) | 633 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 12.1 | 0/0 | 0 | 36/8928 | 9286 | 414 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| static:3:102325.0:false:false | 108 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 296 | 256 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 7.4 | 1.7 | 17.2 | 0.9 (0.6) | 0.1 | 0.2 | 0.0 | 0 |
| static:4:102325.0:false:false | 18 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 297 | 258 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.7 | 0.2 | 10.8 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:5:102325.0:false:false | 19 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 299 | 260 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.7 | 0.2 | 11.2 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:false | 20 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 301 | 262 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.4 | 0.2 | 11.4 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 294 | 256 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.2 | 10.5 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:false | 15 | 1 | 0 | 2 | 11.00 | 3 | 1 | 25 | 298 | 258 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.2 | 10.8 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:false | 16 | 1 | 0 | 2 | 12.50 | 4 | 1 | 27 | 306 | 260 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.4 | 0.2 | 11.1 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:false | 18 | 1 | 0 | 2 | 10.50 | 5 | 1 | 32 | 317 | 262 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.6 | 0.2 | 11.4 | 0.3 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:3:102325.0:false:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 294 | 256 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.1 | 10.5 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:4:102325.0:false:true | 14 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.2 | 10.8 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:5:102325.0:false:true | 16 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 298 | 260 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.3 | 0.2 | 11.0 | 0.2 (0.0) | 0.1 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:true | 17 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 300 | 262 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.2 | 0.2 | 11.3 | 0.2 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:true | 13 | 1 | 0 | 3 | 9.67 | 8 | 0 | 67 | 358 | 256 (0/2/0/0/248) | 0.1 | 0.0 / 0.0 | 0.4 | 0.1 | 10.8 | 0.5 (0.1) | 0.1 | 0.0 | 0.0 | 0 |
