| case | ms | accepted | rejected | rejected by | Newton solves | Newton/accepted | iter/Newton | backtracks | Jacobians | LU ms | companion solves/filters | rate builds | seed calls/flashes | flashes | alloc MB |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| 0.05:4:false | 109 | 160 | 0 | - | 163 | 1.02 | 3.22 | 25 | 55 | 0.8 | 0/0 | 0 | 1/248 | 811 | 40 |
| 0.05:4:true | 64 | 160 | 0 | - | 165 | 1.03 | 2.10 | 86 | 35 | 0.5 | 0/0 | 0 | 1/248 | 785 | 35 |
| 0.05:5:false | 66 | 160 | 0 | - | 162 | 1.01 | 2.56 | 38 | 27 | 0.5 | 0/0 | 0 | 1/248 | 853 | 38 |
| 0.05:5:true | 59 | 160 | 0 | - | 167 | 1.04 | 2.07 | 61 | 35 | 0.6 | 0/0 | 0 | 1/248 | 791 | 37 |
| 0.05:6:false | 90 | 160 | 0 | - | 246 | 1.54 | 8.32 | 15 | 135 | 2.1 | 0/0 | 0 | 1/248 | 784 | 70 |
| 0.05:6:true | 83 | 161 | 1 | newton 1 | 273 | 1.70 | 5.59 | 175 | 63 | 1.2 | 0/0 | 0 | 1/248 | 770 | 63 |
| 0.02:4:false | 80 | 160 | 0 | - | 163 | 1.02 | 6.02 | 12 | 30 | 0.6 | 0/0 | 0 | 1/248 | 1058 | 45 |
| 0.02:4:true | 67 | 160 | 0 | - | 163 | 1.02 | 5.42 | 2 | 35 | 0.6 | 0/0 | 0 | 1/248 | 899 | 42 |
| 0.02:5:false | 67 | 160 | 0 | - | 162 | 1.01 | 5.89 | 33 | 37 | 0.6 | 0/0 | 0 | 1/248 | 1007 | 47 |
| 0.02:5:true | 59 | 160 | 0 | - | 164 | 1.02 | 5.74 | 31 | 29 | 0.5 | 0/0 | 0 | 1/248 | 901 | 45 |
| 0.02:6:false | 68 | 161 | 1 | newton 1 | 166 | 1.03 | 6.27 | 30 | 43 | 0.6 | 0/0 | 0 | 1/248 | 1015 | 51 |
| 0.02:6:true | 63 | 160 | 0 | - | 164 | 1.02 | 6.28 | 10 | 36 | 0.5 | 0/0 | 0 | 1/248 | 894 | 49 |
| transient total | 875 | 1922 | 2 | newton 2 | 2158 | 1.12 | 5.11 | 518 | 560 | 9.2 | 0/0 | 0 | 12/2976 | 10568 | 561 |
| static total (32 cases) | 602 | 35 | 3 | newton 3 | 72 | 2.06 | 10.47 | 432 | 159 | 12.4 | 0/0 | 0 | 36/8928 | 9286 | 141 |
| run / case | ms | accepted | rejected | Newton solves | iter/solve | Jacobians | solves opened preconditioned | residual evals | state calls | flashes (Newton-check/reconstructed-check/failed-pass/trace-seed/cold-seed) | flash ms (checks + trace seeds) | cold seed ms / cold rate-solve ms | Jacobian ms | reconstruct ms | alloc MB | Newton MB (Jacobian MB) | phase-check MB | reconstruct MB | conservation MB | predicted solves |
|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|---|
| static:3:102325.0:false:false | 95 | 1 | 0 | 2 | 9.50 | 4 | 1 | 21 | 296 | 256 (0/2/0/0/248) | 0.2 | 28.4 / 53.6 | 8.0 | 1.5 | 8.6 | 0.9 (0.6) | 0.0 | 0.2 | 0.0 | 0 |
| static:4:102325.0:false:false | 24 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 297 | 258 (0/2/0/0/248) | 0.1 | 19.4 / 21.1 | 0.7 | 0.2 | 3.6 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:102325.0:false:false | 18 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 299 | 260 (0/2/0/0/248) | 0.1 | 14.3 / 15.7 | 0.7 | 0.2 | 3.9 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:102325.0:false:false | 19 | 1 | 0 | 2 | 11.00 | 3 | 1 | 24 | 301 | 262 (0/2/0/0/248) | 0.1 | 14.9 / 16.5 | 0.5 | 0.2 | 4.1 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:150000.0:false:false | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 294 | 256 (0/2/0/0/248) | 0.1 | 11.0 / 11.7 | 0.3 | 0.2 | 3.3 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:150000.0:false:false | 14 | 1 | 0 | 2 | 11.00 | 3 | 1 | 25 | 298 | 258 (0/2/0/0/248) | 0.1 | 11.9 / 12.8 | 0.3 | 0.2 | 3.6 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:5:150000.0:false:false | 15 | 1 | 0 | 2 | 12.50 | 4 | 1 | 27 | 306 | 260 (0/2/0/0/248) | 0.1 | 12.6 / 13.6 | 0.4 | 0.2 | 3.8 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:6:150000.0:false:false | 16 | 1 | 0 | 2 | 10.50 | 5 | 1 | 32 | 317 | 262 (0/2/0/0/248) | 0.1 | 13.8 / 14.6 | 0.5 | 0.2 | 4.1 | 0.3 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:3:102325.0:false:true | 12 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 294 | 256 (0/2/0/0/248) | 0.1 | 10.2 / 10.9 | 0.3 | 0.1 | 3.3 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
| static:4:102325.0:false:true | 13 | 1 | 0 | 2 | 10.50 | 3 | 1 | 23 | 296 | 258 (0/2/0/0/248) | 0.1 | 11.4 / 12.1 | 0.2 | 0.1 | 3.5 | 0.2 (0.1) | 0.0 | 0.0 | 0.0 | 0 |
